gene,Ca44,Cd111,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Zn66
YBR111W-A,-3.3995896921995,-0.504882841080744,-0.663194741566466,-3.48660029922507,-0.525521238254948,-1.54967730473493,1.08175464860215,-2.26326365233338,1.46835950150164,0.537242207837071,-0.279343315231647,-0.327002419251232,0.815335843723185,-0.271995019127128
YBR112C,-4.00236360785173,1.8512228090426,3.66537272386277,-2.49641137120662,0.856950168964768,-0.64913938770674,-2.59732904947694,-2.81694125519795,6.73287904722137,-0.033112330664105,3.45651927631647,-1.08727251835332,-1.92664892044448,-2.18018535999473
YBR126C,1.82197030510295,-2.48425255385227,-4.07745634019509,-1.32829168246468,0.087214338972898,2.0013957625293,-0.699955249037404,0.500919161104683,1.09967581018641,-1.72282080945569,-1.58116553354357,0.588472631108521,-0.417533791335502,0.405493539097464
YBR127C,,1.22912905139818,-3.35076113454786,-1.00495322859216,-0.265962478970582,1.39730312862355,-8.0656181866769,0.235294790862616,0.951246393451137,-0.514685347011729,-4.21942298056097,-3.38731756429403,-0.236887996077422,-2.01835839394242
YBR132C,-0.731587593166362,-5.02717126310288,-3.21117966609298,1.51250293605962,2.01390964910184,-3.21636986152542,-1.09003794235691,-2.27660194016435,-3.33880843385493,-0.044967435650981,-1.37249434434103,-1.85373063096391,3.60232479667802,0.817016427473282
YBR171W,0.02140158028621,0.035586496315431,-0.546700433034925,-0.927958789809058,0.943076980568222,2.36380018068959,0.528985798449847,3.81307862308043,-1.4333117324695,1.47632348925634,-0.322617884455079,0.277640468338423,-0.079189869044847,-1.46088256958957
YBR182C-A,-5.44226467883077,-0.317053733370349,1.29929610897406,-4.75143681191928,0.267031502385072,0.818352179075118,0.147892100127387,0.916562085479834,0.275758477442466,-0.543758875011507,-0.455333992026334,0.33613317382282,-0.043686608431167,-3.41992945210849
YBR184W,-0.860370711026647,4.84300896225523,0.868614470926543,0.698204656710005,0.940665053657214,-0.072215596788636,-0.888506420982454,1.93724374870547,1.56326268420774,-0.653408718879447,2.10174255293592,0.342730738443178,-0.421533451960587,0.648374069852837
YBR191W,0.956345240381521,0.794387645511495,-3.39160496147261,0.698905281555073,0.347155407123248,-0.246133103865382,-3.57944949679937,1.49062935142213,-0.743328503886097,-0.263065174091179,-2.24530151083107,-2.47150717780679,-0.19001640745446,0.038883150048296
YBR279W,-0.327821982395453,0.143270184418931,0.059680227838523,1.50726125860697,-1.13244965341958,1.0239892696553,3.16879486872893,0.935655807346378,-3.02858759033007,2.26952454816306,1.67255701528914,1.83956830579744,8.15286619131567,0.729157111960543
YBR281C,-3.45339992825029,0.623831340645132,0.625832337681012,-1.12678499405342,-2.86844525064267,1.16383801681594,1.70593355790912,-0.870198816835084,-1.03682740183493,-0.662779492399656,-1.31474720875608,0.886767683703876,0.411468559249007,0.691668640842262
YBR288C,-0.975281975670575,1.12765666261386,1.24715093512777,0.363359029556658,,0.150852376723069,-4.72054680991466,-1.40158600377265,-2.83889625482163,-1.1855952833916,1.23926663194973,-2.77744360543186,-1.08989253056814,-1.02608960647713
YBR290W,2.10193891280289,9.29989516945389,-0.298524549046619,0.17078058650188,-0.5955125641657,-0.111996315151744,-0.986491317912761,9.15276805474881,-0.36340636379598,-0.23151719299665,-0.397035291700909,-0.673266415950176,-0.427834744314712,-0.245451006686725
YBR299W,0.601522255834552,4.83222782441244,0.557841334456624,0.307696050842459,-3.0995127637181,-0.78343269676616,0.013571570770937,1.5442539834048,1.45992076151725,-2.172700804956,2.41622062252006,1.13613323142575,1.80869102874122,0.451856575583811
YCL007C,-3.414785632,2.922712087,-4.792244632,1.066982712,0.016432868,-0.393485472,-7.918264048,-0.244420856,3.108281684,0.602373546,-3.611857685,-6.897935515,-0.577216727,-3.608378061
YCL008C,0.972684329,4.872888413,2.242817468,-4.21917486,1.780193064,-1.520525685,1.392422226,2.662687827,0.00939277,4.356026005,-0.120178043,0.648552998,-1.936199171,-0.354625613
YCL060C,-1.73619498665254,1.10636508487943,1.1567571809948,0.129925545948501,-2.76939987873673,0.769806419997618,1.59868553408419,0.421459280783288,3.50449974527102,0.340730529807007,0.87771103751109,1.13454793004194,0.395083213096359,-0.675126813741109
YCL063W,-0.719391893246779,3.08485062748066,1.13058177171972,-3.42814934515333,0.553985518302263,-0.133199078968802,0.264366963157289,0.401947844699555,1.35632698366947,1.89728736128074,3.221487548592,0.017927465116409,-0.685090902756595,-0.896478023215879
YCL064C,-0.131904468952626,-0.080061062148491,0.898773763220876,-4.70285216515138,1.48380629578547,-0.470429248621607,0.037939683959811,0.886727274016167,1.28524107043166,1.42761145883428,0.630750508456501,0.763850344517819,-0.378193781883207,-1.43273877843554
YCR004C,-2.63629957125924,-0.102658631636005,2.27839039986027,-4.67477588355749,-3.03813531144832,-2.50043905559551,-0.089698591912135,-2.84762016783078,-0.768500060655786,-1.0218019403037,-2.22737157985334,0.497655633320044,-2.42765147164643,-0.22788825626912
YCR006C,-5.06060279624154,-0.566689859676289,1.09701283846796,-4.77272353581048,-3.09804263595387,-0.551427542713988,-1.15586329037908,0.663849900968462,0.64249495981814,-0.04120894973587,-1.96188588635904,-2.10617015013763,-2.77249602743097,-3.30671399420737
YCR024C,-1.48660850545681,-0.679765210369694,0.085255003152923,-1.39833067294552,-1.42481799507287,-4.4598599853286,0.688193121027385,-4.74055372950291,-2.18524350037342,-1.15074372739417,-1.25874849890476,-2.54582776295893,1.09394455981951,-1.99575064171034
YCR028C-A,-0.561087576472095,-0.25780083054445,1.11517586876154,0.044409285023261,-0.639180330806235,-3.00703557748199,0.362155032484642,-3.91763999766566,,-2.26172568605712,-0.949177381411175,-0.416099849088489,0.490860225541038,-0.99426270538206
YCR046C,0.375261082799175,-0.924961070676374,-0.048540401863226,-0.386206592905087,,-3.71355875727827,0.536176098983186,-3.42947550503268,-1.37067935132962,-1.65889634395365,-0.307550524459974,-0.771870384101166,0.711225304511611,-0.359747055909541
YCR047C,0.367076301956233,3.25945398668754,3.96002585652182,3.44530444115018,-0.635383635649259,2.74008327655503,5.41584551721892,-0.319095424441946,-2.41596902136937,-3.87700048072993,0.476462007424743,3.2341594445413,-1.42594143435783,2.61231206988648
YCR063W,2.00414889079972,1.59399217916023,0.987581684392011,-0.432072038869915,-1.31544901165969,3.81013878085939,1.09113567392842,-0.693963531120116,0.746687001879791,-3.24333352373039,0.1524006529135,1.2005687511507,0.600657648501586,-0.438351994560578
YCR075W-A,-0.574233515966676,-2.91909883672707,-0.623432096758447,-0.118459580711013,-2.51063041097776,3.77940813669433,-1.02196488144733,-0.305948901469733,1.16096595597721,-2.21127824300346,1.02390943311128,-1.76950704579839,-0.459573256281389,0.037442565998945
YCR084C,-0.408697711,3.439126589,3.287367713,-5.980157473,-0.017286729,3.753841101,2.054906612,-0.195976625,7.971913268,-1.942351756,0.793454008,2.687768495,-1.644987092,-1.328892154
YCR094W,0.250738896838003,1.85215085076078,-3.75903056188258,0.221619709774848,1.38496725030338,-1.19510221190521,-2.28139745072065,-1.10818535981779,-2.16012730243471,2.16733135247701,-0.910233831606556,-2.11148142020342,0.539677559753827,-0.920840402948166
YCR095W-A,-0.617827551777553,2.33067897536778,1.21039281442423,-2.4783690754148,-3.30402618344881,-0.02087522660363,1.05718625311282,-0.027480297216459,5.57250000267715,0.30443702002165,2.67546397931482,-0.047986864293883,0.904469719705137,0.144239462463856
YDL079C,0.548248318231139,3.97046825539972,1.595998106616,0.940982133388072,-1.58896495269128,0.349328287438318,1.15446451475883,0.021134594714016,-1.97009341072766,-0.468298016546596,1.21969327646227,0.800982549860883,0.363596785175622,0.001991566866616
YDL104C,-0.243509833039693,-0.997441061105538,-0.369916272416396,-0.728624601889815,-1.21344906869506,-4.03110352821408,0.54919164166918,-2.83903997215249,-1.12104530359205,0.288433843515297,-0.55810461651587,-1.60828336225263,0.017949356265227,0.024741866735505
YDL107W,-0.985157725410013,-0.797325648273134,0.009032298404935,-0.983614524414783,-2.65304059426431,-4.14197064536921,-0.208922073283181,-3.45741593396712,-1.21975810399933,-0.268377108902044,-1.58329575883517,-1.18739686288251,0.158268137384904,0.258784446493687
YDL113C,-0.950201396044804,-1.25014696802052,-0.225293828190463,-0.788978276986944,-1.1100387638263,-4.06262440562169,0.13475874025358,-3.13670392149618,-1.1961618524511,-0.416441296797875,-0.47739147028827,-2.03546945157336,-0.512381814050504,-0.147595520137981
YDL151C,-1.81003352152718,-5.34472396968135,-2.94992323537191,0.521749270335879,,-1.48170188222504,-0.387101211803722,-2.53086063836469,-1.31826041541098,0.802857741981867,-1.83757715799339,-1.05548473277979,-0.364551129641641,-0.100133529708727
YDL159W-A,-1.60121472895125,-0.638246693943043,-2.30499403571357,-0.916218438438704,-0.4893667840859,4.39327852876315,-1.65598821099389,1.72291436870278,0.907882781414695,-1.43279855036944,-0.143014980115656,-0.512628330813824,-0.28398047862378,1.07895377053241
YDL160C,3.68171757138405,-3.80066061290352,-1.44930292027636,0.141271860372404,0.286321986091874,2.15486195734172,-0.943719935230318,1.15278083055843,-3.3164697823746,-1.48219876965115,-1.86887226740702,0.988507711503417,1.24885024977668,-0.394075657980511
YDL160C-A,-3.757694836,-0.647772919,-0.905552901,-4.458872168,-2.87762827,2.656051268,-4.334516956,1.876845173,,-5.392992708,-1.294254613,-4.394415402,-0.151957113,-1.773654442
YDL179W,-0.436308858633909,4.21121764370236,-1.81895035805758,-1.34324087910042,,-2.34564093672968,-1.09436163963209,0.038967485227385,-1.59780033214244,-3.48966219032731,5.43313664276145,-1.29241237769552,1.92541977297565,-0.120581953337207
YDL183C,-0.363308636163496,4.32621891864063,0.152472985654839,0.410906070381764,-1.43506962835672,-0.804350321215926,0.893785565143336,2.26259545256898,2.61086059381363,-2.13977095547958,0.593451797702223,0.282397195501241,1.13825380585484,0.268649237142188
YDL185W,-2.402673129,4.548489337,-4.272790384,0.413768033,-0.745760478,0.892503662,-6.923449912,2.573167829,-0.896123199,1.133257953,-3.41133539,-6.743788817,-0.418989262,-3.546108277
YDL192W,-1.31030059476899,5.7053581785534,-2.01776903229508,-0.99241228208635,0.061753512583781,-0.202229437889364,0.660893531116537,0.589247897763097,0.15214396559837,1.24229247077134,-1.52223090613661,0.39082175170508,0.599479008380534,1.3604603622139
YDL242W,2.4829966912124,5.78734007180863,-0.677550780422331,0.292136656756476,-0.86767775150962,-0.835963899417006,1.850269145765,0.346418226689301,,-2.51928099510542,5.21689597065949,0.234317890187537,0.88704765527891,-0.07410239946258
YDR003W-A,-3.37596733698466,0.913766061080313,1.927849381888,-5.06355293955454,0.591059401097183,3.62745266722311,0.278654752840061,2.06234645957829,1.10109159474532,-1.07938525603168,0.562394204200709,1.65393821507535,-0.423914207285533,-1.86905066819337
YDR017C,-3.4243390370602,-5.0904995338929,-3.2513087367455,-0.247397106561896,1.25650844757916,-1.09866097053038,-9.03656179391017,-5.02862077890838,0.47534010942863,-2.30850567443964,-4.00266340682722,-9.48374790246302,-1.01737734573306,-0.676796987425017
YDR024W,-0.460055125396481,-6.0395882536822,-1.5895936281855,-1.58566218625266,-1.14970666710268,-2.17468828980732,-1.79869173758693,-2.9647027266607,0.006907402711677,0.720776016838219,-1.77178628471703,-2.599352594041,-0.767725352982715,-0.181683929527425
YDR027C,2.30193518226843,1.5275441785741,-4.16740877426919,-0.075767986426307,-2.44122330756254,-3.19813695938475,0.317298826609425,0.778202860916551,0.471272556265308,1.43483932300791,-4.30114403257029,-3.67055396875771,-0.661627391048491,-1.78796767402544
YDR028C,-0.112024129233553,-5.6221615088458,-3.21990216455478,-1.90652603387728,-0.544417487928421,3.51716196873805,0.951271555399337,-0.657631876279221,4.90553220962888,0.919831376209678,-2.38123841204678,1.63051133595786,0.261292897293266,1.42432831766147
YDR089W,-0.67035615180736,-0.844132236694402,-1.25415644502171,0.384723629652625,0.81605004340955,-0.915302622084115,-3.4631075030811,-0.498418546612337,1.01778728894858,-0.241024425605716,-1.04216680349382,-3.1982150027203,-1.72289798269785,0.120377251018512
YDR114C,-0.643874738960871,-0.137682604591271,0.890610427095434,-3.28176401572245,0.743288357692546,-3.66714773723473,1.18346711486267,-4.15063753144144,,-0.074935651996012,-0.229656341929436,0.756511278684518,-1.4873088827549,0.012057229030887
YDR115W,-0.618122244271994,-0.373925649743137,0.60992812234944,-2.76191153760338,0.514620983278935,-3.15192779235128,0.63502287977879,-4.42912671254306,,-0.380123823337567,-0.603164943019741,0.141013264141196,-1.6957813356742,0.131918203369966
YDR138W,0.067280836708774,0.404569277581195,1.53977248640141,1.92065162796345,0.562504473645386,3.3209278161456,8.56319631860536,-0.068321250334514,1.18837850847987,-3.14229013627695,1.78231139507276,4.30411292103689,1.90236851362535,-0.110329381347218
YDR159W,0.432595889964476,-5.38975470999808,-5.54114573699843,0.71070954154986,0.070583781549446,-0.818195530485185,-3.24084957883967,0.072211368187985,0.178966715356207,-0.769370336956464,-2.46081686207039,-3.94211294434954,-1.35841750632168,-0.7420687854311
YDR176W,-0.111956428520766,4.88937798708622,0.812714470503395,-0.405184189662714,0.253729515196055,-0.415418317009334,-1.68897979635505,-1.97024679803549,1.49520479255187,-2.95067557645218,-0.943479209195855,-0.716580038759282,-2.51882909480829,-0.645092204355925
YDR183W,-0.195912336232265,4.16704456795941,1.6456603830768,0.124003063366603,-1.30155085666003,-0.871387259583591,0.363181634817094,1.24044993686702,0.302464013483726,-1.10455284904145,1.15326062896652,-0.335490199839685,0.675976823957937,-0.931016178713392
YDR197W,-0.486631148949273,-0.22497160954988,0.518298480438174,0.033648141499013,1.13367522715188,-3.56733800202826,-0.218758831442963,-3.3222336451139,,-0.26115077110136,-0.576075633193069,-1.18328123551847,0.062339563886876,0.457149911300659
YDR218C,-0.641093622140962,-0.272138147108387,0.627932640091545,-0.708522937143725,-1.95052144410195,-2.18993681895232,1.36883798118726,-1.30958348708661,0.191796379581441,4.10250385513314,1.00576299649528,0.869079460393742,-0.166506909235952,0.030351437241001
YDR226W,-2.50024260906069,-6.90698334137874,-3.19816651400144,-1.12072471219079,0.607413998235802,-2.00102004661787,-4.75521289884188,-4.34703620963901,2.60948995195752,-3.46471827696493,,-4.02460412041316,-1.13141031369737,-0.659867890807469
YDR230W,-0.91682546151238,-0.190249704701297,1.73490204256829,-1.34344810362594,0.76837533836113,-3.6047191506028,1.32396878573332,-3.31757735876553,-0.144739712700088,-0.079489666958455,-0.287834998054622,-0.700031517822126,0.381797252152704,0.213942798861162
YDR231C,-2.60689102235155,0.334020024382904,0.793868750640339,0.252096708460075,0.347948666964439,-3.77977257205268,1.04543112203148,-3.32166838328365,,0.351819619885252,-0.292610985358464,-0.947856539782611,1.37509533212029,-1.13045929244516
YDR237W,-1.55955976213488,0.642818492632169,1.46553178908381,-0.552670585432484,1.46021501776358,-3.60978187795273,0.830340836535144,-3.11605205782842,-0.378424540492553,-1.62893466760965,1.76577792057669,-1.06848680256141,2.07371599859209,-1.65358809026626
YDR244W,0.153761067121791,3.89105533485207,-0.240142922739218,0.759863012286989,0.56022920896729,-0.041200382791862,-0.894577447748492,-0.042902992512637,-1.46836070232207,-1.62412032584342,1.6263301511626,-1.1565938606894,0.717534820607729,-1.26941389154616
YDR245W,0.356531969948632,-4.67002142615203,-3.47123707876464,-2.32921470316503,-0.924669341330425,-1.37115407657176,-1.15474567922753,0.66568010630919,-0.892222397309991,-0.401294864505569,-1.97874651320141,1.57886625148708,-2.27079506070213,-2.56665639230725
YDR320C,3.18859679024372,-2.88609034066442,-2.5727050038814,0.9915931298105,0.81827182912528,2.7348519048543,-0.093331791549278,4.24431065410384,-1.16473583486712,-0.646530759287627,-1.12232670583686,2.56025745057406,-0.995440882253424,0.99989275558174
YDR322W,1.91816065165097,7.15152683199676,0.454769821578939,0.252393689256433,1.37648511605198,-2.60246316616725,-1.61521540567044,5.27296214292616,-1.2054918020186,-1.10935464434189,-0.798220476655575,-0.013888512535802,-0.801897607361556,-0.199687755611797
YDR364C,4.03293806522395,-4.11273130754097,-5.3329049721384,-0.755076838676229,,-2.08298630785465,-1.08373918650241,-0.17098992848975,0.890521985628531,-1.71688169162493,-1.91792393013175,-1.0455132571321,-1.02233333208055,0.997210457576321
YDR380W,-3.60671311612832,-0.184748181817287,-0.954452925959728,-4.68534575820075,-0.868680246202358,-0.086330053015027,-1.91816807650234,-2.44534470678862,-1.35107327739956,-0.490165145734119,-0.423850796461307,-2.77903412519681,-5.01432363472582,-0.587319844888704
YDR382W,-3.35906629998613,-0.565230530679285,2.89806898024647,-3.58980620902047,-2.04705071972423,-0.930891902522875,-1.51911367792203,-3.09270261897014,-2.78667000509278,-1.7014609978514,-2.88479174091546,-3.1067140792056,-4.40292539571436,-4.16291439814508
YDR384C,-3.53009115438787,-0.478898194957941,-0.387794950239765,-4.54022311938445,-1.24381546817787,-1.70399122299999,0.293808841859487,1.29419109096525,-0.720640383832384,-2.42584632687366,-1.50282910447553,-1.69135052134504,-3.74437181950259,-2.66425076328086
YDR385W,-3.99369333796212,-0.087953147878717,-1.47926144036868,-3.2331169876527,-2.50432168924168,-0.925412542799774,-2.64455077546847,-2.1957935485768,-1.68323239920968,-0.537018738891389,-1.45516476893906,-1.65558625437311,-4.87951574562112,5.21634019045307
YDR388W,0.525350380170916,-1.31424230586496,-0.797514434634897,-4.54806217340657,-2.05976291684583,-3.71844491544634,-1.96021593828678,-0.59496633188894,-0.976896677504488,2.53687031350153,-2.37300219439842,-1.85202518838709,-5.26979438018377,0.361780686578888
YDR389W,-3.86671136727823,-1.21236104200559,-2.82187578365398,-3.79666649305623,-2.24508171175779,-1.6764623098877,-3.11813139603045,-0.533584662011185,-2.75773616751844,-1.92705074684445,-3.27801934376821,-4.76459388787333,-5.79256321709646,2.09224162674674
YDR392W,-2.9798714809899,5.28347011478464,1.19242157587933,-2.93897754102084,-0.887279418564513,-5.30412563030048,3.05957765055704,-1.81490602703178,2.35218037148379,0.068243784344418,5.80714266548332,-0.119670484005537,-2.54468300497769,1.49999565603273
YDR395W,-2.64645338150093,0.883973966648826,1.55315534397311,-4.43762939650948,0.203474940836841,2.07900350150724,-0.66901082904141,0.443299843746592,-0.924659091592808,0.122993028167777,-0.030087356785867,-1.31312529281696,-0.400747429476002,0.002247551574424
YDR399W,-2.40895646104634,-0.130901702254822,0.588395499580384,-4.81338520065973,-0.299189907906103,0.75925091990141,2.27601655258839,0.223029385031142,-0.414819086408195,-1.31410261238163,-1.32140620663351,-1.09653422680357,-1.91838520370783,-0.507273080618205
YDR400W,-2.4773939074911,-0.960451643727913,0.563369049655706,-4.24855130334161,-1.3956322690482,-0.00505593205392,-0.602574668382259,-1.10837307840553,0.106518410804915,-0.392740466394826,-1.65027834768642,-0.164792037940791,0.180972070590491,0.41242190795422
YDR401W,-1.99158097496136,0.210744564612954,-0.680694091360917,-1.88372615993325,-1.14305024408208,0.810413408868218,1.72642029094059,-0.662298369431423,-0.432131192927501,-0.597120960731429,-0.628355767226411,0.318129930543638,-2.15977944972665,3.96431027493712
YDR403W,-2.24916719568878,0.401558987753253,-1.15379345501237,-4.32125371002245,-1.4989536969885,1.19223762552599,0.033584325176157,-0.332104027395531,-0.417266069243765,-0.614941932124886,-1.27539204391032,-0.095873985854334,-2.63077239521261,-3.05241411978648
YDR411C,-0.554178312838514,0.255344780136916,0.390418887186476,-4.00077614692501,0.674490759476595,-1.40195604027033,-0.730285512295358,-2.58782888567491,-1.15335680454603,0.855538082703078,0.168545484114186,-1.29273203749315,-4.35338025267078,0.88866005551651
YDR422C,-1.46933971502507,0.161595409874243,-0.079325603963863,-3.59631131096552,0.27519292454991,1.34117789342225,-0.5571696714132,-1.03884347581038,-0.213423633970057,0.801302185610898,0.789080592303023,-0.211515100880236,-2.68309511448387,-1.64863958917794
YDR426C,-4.34419649501073,0.403692924612928,-0.965348990428588,-4.52148786985398,-0.189471585028832,-0.173588957063331,0.308595935182057,1.83649063893354,0.739530271192237,-0.282985094291312,-0.336698858848058,0.767857060040983,-0.204894721050062,-4.58916802918583
YDR432W,-3.04362257567785,0.632392409690633,0.413547500968643,-0.440381216410558,-0.214188756823966,-1.57455779521032,-1.89615419997157,3.51785235117808,-0.571369112984375,-2.43292568369814,-2.25565310342854,-2.36626426739075,-3.45832316739093,-3.64056409689733
YDR436W,-3.28168041574662,-0.072835752142676,1.22847674293835,-4.57346377633716,-1.41510021349441,-0.369756482871812,-0.131208405658403,-0.725322840742989,-0.801372895847278,0.351939899943254,-0.488238019194934,-0.657631568036206,-4.02163224763585,-0.83392425204744
YDR455C,3.39041041011204,3.30991683749942,-0.06189284619135,-4.59862141792182,-0.28083949222681,-1.75566017443737,-1.53078909307726,-3.57155291633336,0.140907434211954,-1.28715566892939,-1.12346533021997,-1.72766323984916,-0.596449083978694,0.14503954974071
YDR456W,2.37938523976288,3.98046216575355,-1.05669878151697,0.144345955003349,-0.324282386676501,-1.51673990159202,-2.21617648344456,-3.63330106383335,1.38377997267188,-1.35594627834168,-0.383538383556589,-2.7356932370796,-0.371125479177905,0.000508990220826
YDR457W,1.37866420416046,4.48794868067285,1.86202285825891,0.230248494175697,-0.147438113553991,1.12861600325942,2.35625677923718,1.8770660619417,1.1581349543872,-2.51947734195863,3.91798176170973,3.11779713576902,0.87614959075165,-0.260633267683978
YDR477W,0.172345496847385,1.77683003536013,0.87513219005635,0.022322742991334,0.613124549083217,-2.20213041122217,3.28710249359682,-4.38995922880023,0.039440331118346,-1.49339571933938,2.43088267134462,1.38917988202905,0.706809564814001,0.116469753182013
YDR484W,-2.2315343409626,-1.11712009494984,-3.82237053541531,-0.361367368857091,-1.48280887298622,-2.36911880445139,-2.56755496106698,-0.437921752344484,1.49007049099816,0.434507495959388,-2.26501916819333,-1.29863461544012,-1.78091537671431,-0.584840221495293
